Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.0100453	l3-1	0	10	LastDelay	0.00866399	8663.99	1	3
0.0100453	l3-1	0	10	FullDelay	0.00866399	8663.99	1	3
0.0111372	l3-1	0	3	LastDelay	0.00866399	8663.99	1	3
0.0111372	l3-1	0	3	FullDelay	0.00866399	8663.99	1	3
0.011714	l3-1	0	3	LastDelay	0	0	1	0
0.011714	l3-1	0	3	FullDelay	0	0	1	0
0.0140536	l3-1	0	2	LastDelay	0.00866399	8663.99	1	3
0.0140536	l3-1	0	2	FullDelay	0.00866399	8663.99	1	3
0.0181406	l3-1	0	65	LastDelay	0.00866399	8663.99	1	3
0.0181406	l3-1	0	65	FullDelay	0.00866399	8663.99	1	3
0.0207186	l3-1	0	17	LastDelay	0.00866399	8663.99	1	3
0.0207186	l3-1	0	17	FullDelay	0.00866399	8663.99	1	3
0.0221697	l3-1	0	13	LastDelay	0.000670598	670.598	1	3
0.0221697	l3-1	0	13	FullDelay	0.00866399	8663.99	2	3
0.0229391	l3-1	0	13	LastDelay	0	0	1	0
0.0229391	l3-1	0	13	FullDelay	0	0	1	0
0.0258655	l3-1	0	11	LastDelay	0.00866399	8663.99	1	3
0.0258655	l3-1	0	11	FullDelay	0.00866399	8663.99	1	3
0.0275511	l3-1	0	14	LastDelay	0.00866399	8663.99	1	3
0.0275511	l3-1	0	14	FullDelay	0.00866399	8663.99	1	3
0.0355565	l3-1	0	88	LastDelay	0.00866399	8663.99	1	3
0.0355565	l3-1	0	88	FullDelay	0.00866399	8663.99	1	3
0.0371289	l3-1	0	8	LastDelay	0.00866399	8663.99	1	3
0.0371289	l3-1	0	8	FullDelay	0.00866399	8663.99	1	3
0.0408397	l3-1	0	76	LastDelay	0.00866399	8663.99	1	3
0.0408397	l3-1	0	76	FullDelay	0.00866399	8663.99	1	3
0.0432941	l3-1	0	2	LastDelay	0	0	1	0
0.0432941	l3-1	0	2	FullDelay	0	0	1	0
0.044726	l3-1	0	33	LastDelay	0.00866399	8663.99	1	3
0.044726	l3-1	0	33	FullDelay	0.00866399	8663.99	1	3
0.0505906	l3-1	0	39	LastDelay	0.00866399	8663.99	1	3
0.0505906	l3-1	0	39	FullDelay	0.00866399	8663.99	1	3
0.0527662	l3-1	0	51	LastDelay	0.00866399	8663.99	1	3
0.0527662	l3-1	0	51	FullDelay	0.00866399	8663.99	1	3
0.0536254	l3-1	0	60	LastDelay	0.00945969	9459.68	1	3
0.0536254	l3-1	0	60	FullDelay	0.00945969	9459.68	1	3
0.0544846	l3-1	0	23	LastDelay	0.00963628	9636.28	1	3
0.0544846	l3-1	0	23	FullDelay	0.00963628	9636.28	1	3
0.0553438	l3-1	0	85	LastDelay	0.00884699	8846.99	1	3
0.0553438	l3-1	0	85	FullDelay	0.00884699	8846.99	1	3
0.0642006	l3-1	0	68	LastDelay	0.00866399	8663.99	1	3
0.0642006	l3-1	0	68	FullDelay	0.00866399	8663.99	1	3
0.0696966	l3-1	0	65	LastDelay	0	0	1	0
0.0696966	l3-1	0	65	FullDelay	0	0	1	0
0.0699647	l3-1	0	6	LastDelay	0.00866399	8663.99	1	3
0.0699647	l3-1	0	6	FullDelay	0.00866399	8663.99	1	3
0.0752447	l3-1	0	71	LastDelay	0.00866399	8663.99	1	3
0.0752447	l3-1	0	71	FullDelay	0.00866399	8663.99	1	3
0.0778306	l3-1	0	3	LastDelay	0	0	1	0
0.0778306	l3-1	0	3	FullDelay	0	0	1	0
0.0828648	l3-1	0	2	LastDelay	0	0	1	0
0.0828648	l3-1	0	2	FullDelay	0	0	1	0
0.0836881	l3-1	0	2	LastDelay	0	0	1	0
0.0836881	l3-1	0	2	FullDelay	0	0	1	0
0.084096	l3-1	0	1	LastDelay	0.00490433	4904.32	1	3
0.084096	l3-1	0	1	FullDelay	0.00866399	8663.99	2	3
0.0852521	l3-1	0	4	LastDelay	0.00866399	8663.99	1	3
0.0852521	l3-1	0	4	FullDelay	0.00866399	8663.99	1	3
0.0884718	l3-1	0	3	LastDelay	0	0	1	0
0.0884718	l3-1	0	3	FullDelay	0	0	1	0
0.0927661	l3-1	0	2	LastDelay	0	0	1	0
0.0927661	l3-1	0	2	FullDelay	0	0	1	0
0.0932458	l3-1	0	85	LastDelay	0	0	1	0
0.0932458	l3-1	0	85	FullDelay	0	0	1	0
0.0956442	l3-1	0	17	LastDelay	0	0	1	0
0.0956442	l3-1	0	17	FullDelay	0	0	1	0
0.0960782	l3-1	0	2	LastDelay	0	0	1	0
0.0960782	l3-1	0	2	FullDelay	0	0	1	0
0.0992691	l3-1	0	42	LastDelay	0.00866399	8663.99	1	3
0.0992691	l3-1	0	42	FullDelay	0.00866399	8663.99	1	3
0.106764	l3-1	0	88	LastDelay	0	0	1	0
0.106764	l3-1	0	88	FullDelay	0	0	1	0
0.107952	l3-1	0	71	LastDelay	0	0	1	0
0.107952	l3-1	0	71	FullDelay	0	0	1	0
0.108664	l3-2	0	45	LastDelay	0.00866399	8663.99	1	3
0.108664	l3-2	0	45	FullDelay	0.00866399	8663.99	1	3
0.10933	l3-1	0	13	LastDelay	0	0	1	0
0.10933	l3-1	0	13	FullDelay	0	0	1	0
0.111568	l3-1	0	45	LastDelay	0.002888	2888	1	1
0.111568	l3-1	0	45	FullDelay	0.002888	2888	1	1
0.114696	l3-1	0	5	LastDelay	0.00866399	8663.99	1	3
0.114696	l3-1	0	5	FullDelay	0.00866399	8663.99	1	3
0.11687	l3-2	0	6	LastDelay	0.002888	2888	1	1
0.11687	l3-2	0	6	FullDelay	0.002888	2888	1	1
0.118214	l3-2	0	24	LastDelay	0.00866399	8663.99	1	3
0.118214	l3-2	0	24	FullDelay	0.00866399	8663.99	1	3
0.119122	l3-1	0	62	LastDelay	0.00866399	8663.99	1	3
0.119122	l3-1	0	62	FullDelay	0.00866399	8663.99	1	3
0.120878	l3-1	0	4	LastDelay	0	0	1	0
0.120878	l3-1	0	4	FullDelay	0	0	1	0
0.128978	l3-2	0	4	LastDelay	0.002888	2888	1	1
0.128978	l3-2	0	4	FullDelay	0.002888	2888	1	1
0.130158	l3-2	0	50	LastDelay	0.00866399	8663.99	1	3
0.130158	l3-2	0	50	FullDelay	0.00866399	8663.99	1	3
0.136332	l3-1	0	2	LastDelay	0	0	1	0
0.136332	l3-1	0	2	FullDelay	0	0	1	0
0.142628	l3-2	0	8	LastDelay	0.002888	2888	1	1
0.142628	l3-2	0	8	FullDelay	0.002888	2888	1	1
0.144565	l3-2	0	61	LastDelay	0.00866399	8663.99	1	3
0.144565	l3-2	0	61	FullDelay	0.00866399	8663.99	1	3
0.146396	l3-2	0	1	LastDelay	0.000410306	410.306	1	1
0.146396	l3-2	0	1	FullDelay	0.002888	2888	2	1
0.146442	l3-1	0	81	LastDelay	0.00866399	8663.99	1	3
0.146442	l3-1	0	81	FullDelay	0.00866399	8663.99	1	3
0.149092	l3-1	0	34	LastDelay	0.00866399	8663.99	1	3
0.149092	l3-1	0	34	FullDelay	0.00866399	8663.99	1	3
0.149951	l3-2	0	21	LastDelay	0.00932884	9328.84	1	3
0.149951	l3-2	0	21	FullDelay	0.00932884	9328.84	1	3
0.150726	l3-2	0	8	LastDelay	0	0	1	0
0.150726	l3-2	0	8	FullDelay	0	0	1	0
0.150811	l3-2	0	66	LastDelay	0.00973872	9738.72	1	3
0.150811	l3-2	0	66	FullDelay	0.00973872	9738.72	1	3
0.153934	l3-2	0	55	LastDelay	0.00866399	8663.99	1	3
0.153934	l3-2	0	55	FullDelay	0.00866399	8663.99	1	3
0.1544	l3-1	0	1	LastDelay	0	0	1	0
0.1544	l3-1	0	1	FullDelay	0	0	1	0
0.159422	l3-2	0	68	LastDelay	0.002888	2888	1	1
0.159422	l3-2	0	68	FullDelay	0.002888	2888	1	1
0.160781	l3-1	0	5	LastDelay	0	0	1	0
0.160781	l3-1	0	5	FullDelay	0	0	1	0
0.160943	l3-1	0	34	LastDelay	0	0	1	0
0.160943	l3-1	0	34	FullDelay	0	0	1	0
0.170492	l3-1	0	3	LastDelay	0	0	1	0
0.170492	l3-1	0	3	FullDelay	0	0	1	0
0.17051	l3-2	0	1	LastDelay	0	0	1	0
0.17051	l3-2	0	1	FullDelay	0	0	1	0
0.170723	l3-1	0	2	LastDelay	0	0	1	0
0.170723	l3-1	0	2	FullDelay	0	0	1	0
0.173926	l3-2	0	40	LastDelay	0.00866399	8663.99	1	3
0.173926	l3-2	0	40	FullDelay	0.00866399	8663.99	1	3
0.178977	l3-2	0	78	LastDelay	0.00866399	8663.99	1	3
0.178977	l3-2	0	78	FullDelay	0.00866399	8663.99	1	3
0.185306	l3-1	0	27	LastDelay	0.00866399	8663.99	1	3
0.185306	l3-1	0	27	FullDelay	0.00866399	8663.99	1	3
0.185836	l3-1	0	17	LastDelay	0	0	1	0
0.185836	l3-1	0	17	FullDelay	0	0	1	0
0.188732	l3-2	0	61	LastDelay	0	0	1	0
0.188732	l3-2	0	61	FullDelay	0	0	1	0
0.188944	l3-2	0	77	LastDelay	0.00866399	8663.99	1	3
0.188944	l3-2	0	77	FullDelay	0.00866399	8663.99	1	3
0.189804	l3-2	0	100	LastDelay	0.00937293	9372.93	1	3
0.189804	l3-2	0	100	FullDelay	0.00937293	9372.93	1	3
0.190663	l3-2	0	80	LastDelay	0.00896803	8968.03	1	3
0.190663	l3-2	0	80	FullDelay	0.00896803	8968.03	1	3
0.193764	l3-1	0	13	LastDelay	0	0	1	0
0.193764	l3-1	0	13	FullDelay	0	0	1	0
0.200041	l3-2	0	7	LastDelay	0.00866399	8663.99	1	3
0.200041	l3-2	0	7	FullDelay	0.00866399	8663.99	1	3
0.200452	l3-1	0	40	LastDelay	0.00124704	1247.04	1	1
0.200452	l3-1	0	40	FullDelay	0.002888	2888	2	1
0.201311	l3-1	0	49	LastDelay	0.00937986	9379.86	1	3
0.201311	l3-1	0	49	FullDelay	0.00937986	9379.86	1	3
0.201759	l3-2	0	52	LastDelay	0.00892603	8926.03	1	3
0.201759	l3-2	0	52	FullDelay	0.00892603	8926.03	1	3
0.202619	l3-2	0	76	LastDelay	0.00333976	3339.76	1	1
0.202619	l3-2	0	76	FullDelay	0.00333976	3339.76	1	1
0.208289	l3-2	0	7	LastDelay	0	0	1	0
0.208289	l3-2	0	7	FullDelay	0	0	1	0
0.208664	l3-3	0	30	LastDelay	0.00866399	8663.99	1	3
0.208664	l3-3	0	30	FullDelay	0.00866399	8663.99	1	3
0.209639	l3-3	0	6	LastDelay	0.005776	5776	1	2
0.209639	l3-3	0	6	FullDelay	0.005776	5776	1	2
0.209745	l3-2	0	5	LastDelay	0.002888	2888	1	1
0.209745	l3-2	0	5	FullDelay	0.002888	2888	1	1
0.211722	l3-1	0	7	LastDelay	0.002888	2888	1	1
0.211722	l3-1	0	7	FullDelay	0.002888	2888	1	1
0.212581	l3-1	0	97	LastDelay	0.00951116	9511.16	1	3
0.212581	l3-1	0	97	FullDelay	0.212581	212581	2	3
0.21272	l3-2	0	14	LastDelay	0.002888	2888	1	1
0.21272	l3-2	0	14	FullDelay	0.002888	2888	1	1
0.213921	l3-2	0	69	LastDelay	0.00866399	8663.99	1	3
0.213921	l3-2	0	69	FullDelay	0.00866399	8663.99	1	3
0.214246	l3-3	0	5	LastDelay	0.005776	5776	1	2
0.214246	l3-3	0	5	FullDelay	0.005776	5776	1	2
0.214266	l3-1	0	52	LastDelay	0.002888	2888	1	1
0.214266	l3-1	0	52	FullDelay	0.002888	2888	1	1
0.215125	l3-1	0	55	LastDelay	0.00291297	2912.97	1	1
0.215125	l3-1	0	55	FullDelay	0.00291297	2912.97	1	1
0.217623	l3-2	0	11	LastDelay	0.002888	2888	1	1
0.217623	l3-2	0	11	FullDelay	0.002888	2888	1	1
0.223385	l3-3	0	16	LastDelay	0.00866399	8663.99	1	3
0.223385	l3-3	0	16	FullDelay	0.00866399	8663.99	1	3
0.224245	l3-3	0	51	LastDelay	0.00627179	6271.79	1	2
0.224245	l3-3	0	51	FullDelay	0.00627179	6271.79	1	2
0.225292	l3-1	0	9	LastDelay	0.00866399	8663.99	1	3
0.225292	l3-1	0	9	FullDelay	0.00866399	8663.99	1	3
0.22861	l3-1	0	10	LastDelay	0	0	1	0
0.22861	l3-1	0	10	FullDelay	0	0	1	0
0.229417	l3-1	0	44	LastDelay	0.00866399	8663.99	1	3
0.229417	l3-1	0	44	FullDelay	0.00866399	8663.99	1	3
0.230445	l3-3	0	8	LastDelay	0.005776	5776	1	2
0.230445	l3-3	0	8	FullDelay	0.005776	5776	1	2
0.231312	l3-3	0	2	LastDelay	0.005776	5776	1	2
0.231312	l3-3	0	2	FullDelay	0.005776	5776	1	2
0.231978	l3-1	0	38	LastDelay	0.00866399	8663.99	1	3
0.231978	l3-1	0	38	FullDelay	0.00866399	8663.99	1	3
0.233423	l3-2	0	100	LastDelay	0	0	1	0
0.233423	l3-2	0	100	FullDelay	0	0	1	0
0.233442	l3-3	0	83	LastDelay	0.00866399	8663.99	1	3
0.233442	l3-3	0	83	FullDelay	0.00866399	8663.99	1	3
0.234137	l3-2	0	21	LastDelay	0	0	1	0
0.234137	l3-2	0	21	FullDelay	0	0	1	0
0.236144	l3-3	0	64	LastDelay	0.00866399	8663.99	1	3
0.236144	l3-3	0	64	FullDelay	0.00866399	8663.99	1	3
0.237003	l3-2	0	20	LastDelay	0.00916058	9160.58	1	3
0.237003	l3-2	0	20	FullDelay	0.00916058	9160.58	1	3
0.237862	l3-1	0	35	LastDelay	0.00913328	9133.28	1	3
0.237862	l3-1	0	35	FullDelay	0.00913328	9133.28	1	3
0.237939	l3-3	0	35	LastDelay	0.005776	5776	1	2
0.237939	l3-3	0	35	FullDelay	0.005776	5776	1	2
0.238721	l3-1	0	48	LastDelay	0.00993243	9932.43	1	3
0.238721	l3-1	0	48	FullDelay	0.00993243	9932.43	1	3
0.238921	l3-1	0	17	LastDelay	0	0	1	0
0.238921	l3-1	0	17	FullDelay	0	0	1	0
0.239374	l3-1	0	2	LastDelay	0	0	1	0
0.239374	l3-1	0	2	FullDelay	0	0	1	0
0.239501	l3-3	0	51	LastDelay	0	0	1	0
0.239501	l3-3	0	51	FullDelay	0	0	1	0
0.239761	l3-1	0	25	LastDelay	0.00866399	8663.99	1	3
0.239761	l3-1	0	25	FullDelay	0.00866399	8663.99	1	3
0.239761	l3-2	0	25	LastDelay	0.00460739	4607.39	1	3
0.239761	l3-2	0	25	FullDelay	0.00460739	4607.39	1	3
0.241674	l3-2	0	1	LastDelay	0	0	1	0
0.241674	l3-2	0	1	FullDelay	0	0	1	0
0.242346	l3-3	0	10	LastDelay	0.005776	5776	1	2
0.242346	l3-3	0	10	FullDelay	0.005776	5776	1	2
0.243283	l3-2	0	41	LastDelay	0.00866399	8663.99	1	3
0.243283	l3-2	0	41	FullDelay	0.00866399	8663.99	1	3
0.243798	l3-2	0	5	LastDelay	0	0	1	0
0.243798	l3-2	0	5	FullDelay	0	0	1	0
0.245519	l3-2	0	27	LastDelay	0.002888	2888	1	1
0.245519	l3-2	0	27	FullDelay	0.002888	2888	1	1
0.248436	l3-2	0	3	LastDelay	0.002888	2888	1	1
0.248436	l3-2	0	3	FullDelay	0.002888	2888	1	1
0.250202	l3-2	0	12	LastDelay	0.00866399	8663.99	1	3
0.250202	l3-2	0	12	FullDelay	0.00866399	8663.99	1	3
0.25081	l3-1	0	7	LastDelay	0	0	1	0
0.25081	l3-1	0	7	FullDelay	0	0	1	0
0.251358	l3-2	0	4	LastDelay	0	0	1	0
0.251358	l3-2	0	4	FullDelay	0	0	1	0
0.252145	l3-3	0	4	LastDelay	0.005776	5776	1	2
0.252145	l3-3	0	4	FullDelay	0.005776	5776	1	2
0.253622	l3-3	0	39	LastDelay	0.005776	5776	1	2
0.253622	l3-3	0	39	FullDelay	0.005776	5776	1	2
0.256999	l3-3	0	16	LastDelay	0	0	1	0
0.256999	l3-3	0	16	FullDelay	0	0	1	0
0.259219	l3-2	0	44	LastDelay	0.002888	2888	1	1
0.259219	l3-2	0	44	FullDelay	0.002888	2888	1	1
0.259671	l3-3	0	3	LastDelay	0.005776	5776	1	2
0.259671	l3-3	0	3	FullDelay	0.005776	5776	1	2
0.262093	l3-1	0	46	LastDelay	0.00866399	8663.99	1	3
0.262093	l3-1	0	46	FullDelay	0.00866399	8663.99	1	3
0.262952	l3-2	0	36	LastDelay	0.00934994	9349.94	1	3
0.262952	l3-2	0	36	FullDelay	0.00934994	9349.94	1	3
0.264125	l3-2	0	35	LastDelay	0.002888	2888	1	1
0.264125	l3-2	0	35	FullDelay	0.002888	2888	1	1
0.265791	l3-1	0	21	LastDelay	0.002888	2888	1	1
0.265791	l3-1	0	21	FullDelay	0.002888	2888	1	1
0.268947	l3-1	0	64	LastDelay	0.005776	5776	1	2
0.268947	l3-1	0	64	FullDelay	0.005776	5776	1	2
0.269066	l3-3	0	95	LastDelay	0.00866399	8663.99	1	3
0.269066	l3-3	0	95	FullDelay	0.00866399	8663.99	1	3
0.269925	l3-1	0	43	LastDelay	0.00939469	9394.69	1	3
0.269925	l3-1	0	43	FullDelay	0.00939469	9394.69	1	3
0.270877	l3-3	0	83	LastDelay	0	0	1	0
0.270877	l3-3	0	83	FullDelay	0	0	1	0
0.272841	l3-1	0	3	LastDelay	0	0	1	0
0.272841	l3-1	0	3	FullDelay	0	0	1	0
0.273908	l3-2	0	60	LastDelay	0.002888	2888	1	1
0.273908	l3-2	0	60	FullDelay	0.002888	2888	1	1
0.275065	l3-1	0	9	LastDelay	0	0	1	0
0.275065	l3-1	0	9	FullDelay	0	0	1	0
0.275681	l3-3	0	64	LastDelay	0	0	1	0
0.275681	l3-3	0	64	FullDelay	0	0	1	0
0.276836	l3-1	0	8	LastDelay	0	0	1	0
0.276836	l3-1	0	8	FullDelay	0	0	1	0
0.277638	l3-2	0	27	LastDelay	0	0	1	0
0.277638	l3-2	0	27	FullDelay	0	0	1	0
0.278637	l3-3	0	6	LastDelay	0	0	1	0
0.278637	l3-3	0	6	FullDelay	0	0	1	0
0.280366	l3-1	0	90	LastDelay	0.00866399	8663.99	1	3
0.280366	l3-1	0	90	FullDelay	0.00866399	8663.99	1	3
0.281382	l3-3	0	40	LastDelay	0.005776	5776	1	2
0.281382	l3-3	0	40	FullDelay	0.005776	5776	1	2
0.284462	l3-1	0	5	LastDelay	0	0	1	0
0.284462	l3-1	0	5	FullDelay	0	0	1	0
0.285093	l3-2	0	46	LastDelay	0.002888	2888	1	1
0.285093	l3-2	0	46	FullDelay	0.002888	2888	1	1
0.286631	l3-3	0	30	LastDelay	0	0	1	0
0.286631	l3-3	0	30	FullDelay	0	0	1	0
0.289784	l3-2	0	22	LastDelay	0.00866399	8663.99	1	3
0.289784	l3-2	0	22	FullDelay	0.00866399	8663.99	1	3
0.290659	l3-1	0	19	LastDelay	0.00866399	8663.99	1	3
0.290659	l3-1	0	19	FullDelay	0.00866399	8663.99	1	3
0.291413	l3-2	0	1	LastDelay	0	0	1	0
0.291413	l3-2	0	1	FullDelay	0	0	1	0
0.291419	l3-1	0	38	LastDelay	0	0	1	0
0.291419	l3-1	0	38	FullDelay	0	0	1	0
0.29147	l3-3	0	7	LastDelay	0.005776	5776	1	2
0.29147	l3-3	0	7	FullDelay	0.005776	5776	1	2
0.295225	l3-1	0	18	LastDelay	0.00689226	6892.26	1	3
0.295225	l3-1	0	18	FullDelay	0.00689226	6892.26	1	3
0.295225	l3-2	0	18	LastDelay	0.00866399	8663.99	1	3
0.295225	l3-2	0	18	FullDelay	0.00866399	8663.99	1	3
0.297058	l3-1	0	16	LastDelay	0.005776	5776	1	2
0.297058	l3-1	0	16	FullDelay	0.005776	5776	1	2
0.299044	l3-2	0	7	LastDelay	0	0	1	0
0.299044	l3-2	0	7	FullDelay	0	0	1	0
0.300614	l3-1	0	1	LastDelay	0	0	1	0
0.300614	l3-1	0	1	FullDelay	0	0	1	0
0.300896	l3-3	0	56	LastDelay	0.00866399	8663.99	1	3
0.300896	l3-3	0	56	FullDelay	0.00866399	8663.99	1	3
0.301962	l3-2	0	1	LastDelay	0	0	1	0
0.301962	l3-2	0	1	FullDelay	0	0	1	0
0.302535	l3-1	0	63	LastDelay	0.00866399	8663.99	1	3
0.302535	l3-1	0	63	FullDelay	0.00866399	8663.99	1	3
0.304908	l3-2	0	93	LastDelay	0.00866399	8663.99	1	3
0.304908	l3-2	0	93	FullDelay	0.00866399	8663.99	1	3
0.305673	l3-4	0	40	LastDelay	0.002888	2888	1	1
0.305673	l3-4	0	40	FullDelay	0.002888	2888	1	1
0.305811	l3-3	0	15	LastDelay	0.00866399	8663.99	1	3
0.305811	l3-3	0	15	FullDelay	0.00866399	8663.99	1	3
0.306532	l3-4	0	15	LastDelay	0.00653236	6532.36	1	3
0.306532	l3-4	0	15	FullDelay	0.00653236	6532.36	1	3
0.306896	l3-1	0	19	LastDelay	0	0	1	0
0.306896	l3-1	0	19	FullDelay	0	0	1	0
0.307392	l3-4	0	12	LastDelay	0.00679534	6795.34	1	2
0.307392	l3-4	0	12	FullDelay	0.00679534	6795.34	1	2
0.308251	l3-4	0	18	LastDelay	0.00699813	6998.13	1	2
0.308251	l3-4	0	18	FullDelay	0.00699813	6998.13	1	2
0.308908	l3-3	0	2	LastDelay	0	0	1	0
0.308908	l3-3	0	2	FullDelay	0	0	1	0
0.309136	l3-4	0	54	LastDelay	0.00866399	8663.99	1	3
0.309136	l3-4	0	54	FullDelay	0.00866399	8663.99	1	3
0.309995	l3-3	0	59	LastDelay	0.00912192	9121.92	1	3
0.309995	l3-3	0	59	FullDelay	0.00912192	9121.92	1	3
0.310051	l3-2	0	61	LastDelay	0	0	1	0
0.310051	l3-2	0	61	FullDelay	0	0	1	0
0.310625	l3-1	0	68	LastDelay	0	0	1	0
0.310625	l3-1	0	68	FullDelay	0	0	1	0
0.310854	l3-2	0	92	LastDelay	0.00992766	9927.66	1	3
0.310854	l3-2	0	92	FullDelay	0.00992766	9927.66	1	3
0.311086	l3-3	0	4	LastDelay	0	0	1	0
0.311086	l3-3	0	4	FullDelay	0	0	1	0
0.311713	l3-1	0	57	LastDelay	0.00877412	8774.12	1	3
0.311713	l3-1	0	57	FullDelay	0.00877412	8774.12	1	3
0.311812	l3-2	0	20	LastDelay	0	0	1	0
0.311812	l3-2	0	20	FullDelay	0	0	1	0
0.312368	l3-1	0	46	LastDelay	0	0	1	0
0.312368	l3-1	0	46	FullDelay	0	0	1	0
0.312503	l3-4	0	8	LastDelay	0.002888	2888	1	1
0.312503	l3-4	0	8	FullDelay	0.002888	2888	1	1
0.312573	l3-1	0	12	LastDelay	0.00350336	3503.36	1	1
0.312573	l3-1	0	12	FullDelay	0.00350336	3503.36	1	1
0.314079	l3-2	0	28	LastDelay	0.00866399	8663.99	1	3
0.314079	l3-2	0	28	FullDelay	0.00866399	8663.99	1	3
0.314507	l3-4	0	27	LastDelay	0.005776	5776	1	2
0.314507	l3-4	0	27	FullDelay	0.005776	5776	1	2
0.314705	l3-3	0	5	LastDelay	0	0	1	0
0.314705	l3-3	0	5	FullDelay	0	0	1	0
0.314938	l3-2	0	53	LastDelay	0.00905783	9057.83	1	3
0.314938	l3-2	0	53	FullDelay	0.00905783	9057.83	1	3
0.315289	l3-1	0	6	LastDelay	0	0	1	0
0.315289	l3-1	0	6	FullDelay	0	0	1	0
0.315367	l3-4	0	63	LastDelay	0.0066288	6628.8	1	2
0.315367	l3-4	0	63	FullDelay	0.0066288	6628.8	1	2
0.315474	l3-3	0	54	LastDelay	0.002888	2888	1	1
0.315474	l3-3	0	54	FullDelay	0.002888	2888	1	1
0.315718	l3-3	0	8	LastDelay	0	0	1	0
0.315718	l3-3	0	8	FullDelay	0	0	1	0
0.316161	l3-1	0	6	LastDelay	0	0	1	0
0.316161	l3-1	0	6	FullDelay	0	0	1	0
0.316534	l3-1	0	5	LastDelay	0	0	1	0
0.316534	l3-1	0	5	FullDelay	0	0	1	0
0.319086	l3-1	0	27	LastDelay	0	0	1	0
0.319086	l3-1	0	27	FullDelay	0	0	1	0
0.319129	l3-4	0	7	LastDelay	0.002888	2888	1	1
0.319129	l3-4	0	7	FullDelay	0.002888	2888	1	1
0.322163	l3-1	0	24	LastDelay	0.002888	2888	1	1
0.322163	l3-1	0	24	FullDelay	0.002888	2888	1	1
0.323339	l3-1	0	23	LastDelay	0	0	1	0
0.323339	l3-1	0	23	FullDelay	0	0	1	0
0.324147	l3-4	0	12	LastDelay	0	0	1	0
0.324147	l3-4	0	12	FullDelay	0	0	1	0
0.324169	l3-2	0	93	LastDelay	0	0	1	0
0.324169	l3-2	0	93	FullDelay	0	0	1	0
0.32457	l3-1	0	54	LastDelay	0.005776	5776	1	2
0.32457	l3-1	0	54	FullDelay	0.005776	5776	1	2
0.324782	l3-1	0	54	LastDelay	0	0	1	0
0.324782	l3-1	0	54	FullDelay	0	0	1	0
0.325429	l3-2	0	15	LastDelay	0.00592306	5923.06	1	2
0.325429	l3-2	0	15	FullDelay	0.00592306	5923.06	1	2
0.325991	l3-4	0	57	LastDelay	0.005776	5776	1	2
0.325991	l3-4	0	57	FullDelay	0.005776	5776	1	2
0.328333	l3-4	0	11	LastDelay	0.005776	5776	1	2
0.328333	l3-4	0	11	FullDelay	0.005776	5776	1	2
0.328376	l3-3	0	7	LastDelay	0	0	1	0
0.328376	l3-3	0	7	FullDelay	0	0	1	0
0.328428	l3-3	0	5	LastDelay	0	0	1	0
0.328428	l3-3	0	5	FullDelay	0	0	1	0
0.329293	l3-1	0	6	LastDelay	0	0	1	0
0.329293	l3-1	0	6	FullDelay	0	0	1	0
0.329505	l3-3	0	25	LastDelay	0.005776	5776	1	2
0.329505	l3-3	0	25	FullDelay	0.005776	5776	1	2
0.329637	l3-2	0	43	LastDelay	0.002888	2888	1	1
0.329637	l3-2	0	43	FullDelay	0.002888	2888	1	1
0.330364	l3-4	0	45	LastDelay	0.00601118	6011.18	1	2
0.330364	l3-4	0	45	FullDelay	0.00601118	6011.18	1	2
0.331223	l3-4	0	21	LastDelay	0.0068579	6857.9	1	2
0.331223	l3-4	0	21	FullDelay	0.0068579	6857.9	1	2
0.332954	l3-3	0	94	LastDelay	0.00866399	8663.99	1	3
0.332954	l3-3	0	94	FullDelay	0.00866399	8663.99	1	3
0.334001	l3-1	0	8	LastDelay	0	0	1	0
0.334001	l3-1	0	8	FullDelay	0	0	1	0
0.33582	l3-2	0	79	LastDelay	0.00866399	8663.99	1	3
0.33582	l3-2	0	79	FullDelay	0.00866399	8663.99	1	3
0.33668	l3-1	0	74	LastDelay	0.00906551	9065.51	1	3
0.33668	l3-1	0	74	FullDelay	0.00906551	9065.51	1	3
0.337026	l3-2	0	1	LastDelay	0	0	1	0
0.337026	l3-2	0	1	FullDelay	0	0	1	0
0.338525	l3-1	0	41	LastDelay	0.002888	2888	1	1
0.338525	l3-1	0	41	FullDelay	0.002888	2888	1	1
0.338857	l3-3	0	3	LastDelay	0	0	1	0
0.338857	l3-3	0	3	FullDelay	0	0	1	0
0.339261	l3-3	0	50	LastDelay	0.005776	5776	1	2
0.339261	l3-3	0	50	FullDelay	0.005776	5776	1	2
0.340134	l3-2	0	68	LastDelay	0	0	1	0
0.340134	l3-2	0	68	FullDelay	0	0	1	0
0.341307	l3-2	0	4	LastDelay	0	0	1	0
0.341307	l3-2	0	4	FullDelay	0	0	1	0
0.341572	l3-3	0	29	LastDelay	0.00866399	8663.99	1	3
0.341572	l3-3	0	29	FullDelay	0.00866399	8663.99	1	3
0.342447	l3-1	0	76	LastDelay	0	0	1	0
0.342447	l3-1	0	76	FullDelay	0	0	1	0
0.343156	l3-3	0	43	LastDelay	0.005776	5776	1	2
0.343156	l3-3	0	43	FullDelay	0.005776	5776	1	2
