1.00419	536
1.0093	1072
1.01528	1608
1.02125	2144
1.02628	2680
1.02817	3216
1.03226	3752
1.03414	4288
1.03603	4824
1.03823	5360
1.04012	5896
1.08823	6432
1.09012	6968
1.09201	7504
1.09389	8040
1.09578	8576
1.09767	9112
1.09956	9648
1.10145	10184
1.10333	10720
1.10522	11256
1.17143	11792
1.17332	12328
1.17521	12864
1.17709	13400
1.17898	13936
1.18087	14472
1.18276	15008
1.18465	15544
1.18653	16080
1.18842	16616
1.25463	17152
1.25652	17688
1.25841	18224
1.26029	18760
1.26218	19296
1.26407	19832
1.26596	20368
1.26785	20904
1.26973	21440
1.27162	21976
1.33783	22512
1.33972	23048
1.34161	23584
1.34349	24120
1.34538	24656
1.34727	25192
1.34916	25728
1.35105	26264
1.35293	26800
1.35482	27336
1.42103	27872
1.42292	28408
1.42481	28944
1.42669	29480
1.42858	30016
1.43047	30552
1.43236	31088
1.43425	31624
1.43613	32160
1.43802	32696
1.50423	33232
1.50612	33768
1.50801	34304
1.50989	34840
1.51178	35376
1.51367	35912
1.51556	36448
1.51745	36984
1.51933	37520
1.52122	38056
1.58743	38592
1.58932	39128
1.59121	39664
1.59309	40200
1.59498	40736
1.59687	41272
1.59876	41808
1.60065	42344
1.60253	42880
1.60442	43416
1.67063	43952
1.67252	44488
1.67441	45024
1.67629	45560
1.67818	46096
1.68007	46632
1.68196	47168
1.68385	47704
1.68573	48240
1.68762	48776
1.75383	49312
1.75572	49848
1.75761	50384
1.75949	50920
1.76138	51456
1.76327	51992
1.76516	52528
1.76705	53064
1.76893	53600
1.77082	54136
1.83703	54672
1.83892	55208
1.84081	55744
1.84269	56280
1.84458	56816
1.84647	57352
1.84836	57888
1.85025	58424
1.85213	58960
1.85402	59496
1.92023	60032
1.92212	60568
1.92401	61104
1.92589	61640
1.92778	62176
1.92967	62712
1.93156	63248
1.93345	63784
1.93533	64320
1.93722	64856
2.00343	65392
2.00532	65928
2.00721	66464
2.00909	67000
2.01098	67536
2.01287	68072
2.01476	68608
2.01665	69144
2.01853	69680
2.02042	70216
2.08663	70752
2.08852	71288
2.09041	71824
2.09229	72360
2.09418	72896
2.09607	73432
2.09796	73968
2.09985	74504
2.10173	75040
2.10362	75576
2.16983	76112
2.17172	76648
2.17361	77184
2.17549	77720
2.17738	78256
2.17927	78792
2.18116	79328
2.18305	79864
2.18493	80400
2.18682	80936
2.25303	81472
2.25492	82008
2.25681	82544
2.25869	83080
2.26058	83616
2.26247	84152
2.26436	84688
2.26625	85224
2.26813	85760
2.27002	86296
2.33623	86832
2.33812	87368
2.34001	87904
2.34189	88440
2.34378	88976
2.34567	89512
2.34756	90048
2.34945	90584
2.35133	91120
2.35322	91656
2.41943	92192
2.42132	92728
2.42321	93264
2.42509	93800
2.42698	94336
2.42887	94872
2.43076	95408
2.43265	95944
2.43453	96480
2.43642	97016
2.50263	97552
2.50452	98088
2.50641	98624
2.50829	99160
2.51018	99696
2.51207	100232
2.51396	100768
2.51585	101304
2.51773	101840
2.51962	102376
2.58583	102912
2.58772	103448
2.58961	103984
2.59149	104520
2.59338	105056
2.59527	105592
2.59716	106128
2.59905	106664
2.60093	107200
2.60282	107736
2.66903	108272
2.67092	108808
2.67281	109344
2.67469	109880
2.67658	110416
2.67847	110952
2.68036	111488
2.68225	112024
2.68413	112560
2.68602	113096
2.75223	113632
2.75412	114168
2.75601	114704
2.75789	115240
2.75978	115776
2.76167	116312
2.76356	116848
2.76545	117384
2.76733	117920
2.76922	118456
2.83543	118992
2.83732	119528
2.83921	120064
2.84109	120600
2.84298	121136
2.84487	121672
2.84676	122208
2.84865	122744
2.85053	123280
2.85242	123816
2.91863	124352
2.92052	124888
2.92241	125424
2.92429	125960
2.92618	126496
2.92807	127032
2.92996	127568
2.93185	128104
2.93373	128640
2.93562	129176
3.00183	129712
3.00372	130248
3.00561	130784
3.00749	131320
3.00938	131856
3.01127	132392
3.01316	132928
3.01505	133464
3.01693	134000
3.01882	134536
3.08503	135072
3.08692	135608
3.08881	136144
3.09069	136680
3.09258	137216
3.09447	137752
3.09636	138288
3.09825	138824
3.10013	139360
3.10202	139896
3.16823	140432
3.17012	140968
3.17201	141504
3.17389	142040
3.17578	142576
3.17767	143112
3.17956	143648
3.18145	144184
3.18333	144720
3.18522	145256
3.25143	145792
3.25332	146328
3.25521	146864
3.25709	147400
3.25898	147936
3.26087	148472
3.26276	149008
3.26465	149544
3.26653	150080
3.26842	150616
3.33463	151152
3.33652	151688
3.33841	152224
3.34029	152760
3.34218	153296
3.34407	153832
3.34596	154368
3.34785	154904
3.34973	155440
3.35162	155976
3.41783	156512
3.41972	157048
3.42161	157584
3.42349	158120
3.42538	158656
3.42727	159192
