Time,Node,Type,Packets 
3,l6-5,CacheHits,0
3,l6-5,CacheMisses,0
3,l6-6,CacheHits,1
3,l6-6,CacheMisses,0
3,l6-7,CacheHits,1
3,l6-7,CacheMisses,0
3,l6-8,CacheHits,0
3,l6-8,CacheMisses,0
3,l6-9,CacheHits,3
3,l6-9,CacheMisses,0
3,l6-10,CacheHits,0
3,l6-10,CacheMisses,0
3,l6-11,CacheHits,1
3,l6-11,CacheMisses,0
3,l6-12,CacheHits,3
3,l6-12,CacheMisses,0
3,l6-13,CacheHits,1
3,l6-13,CacheMisses,0
3,l6-14,CacheHits,2
3,l6-14,CacheMisses,0
3,l6-15,CacheHits,0
3,l6-15,CacheMisses,0
3,l6-16,CacheHits,3
3,l6-16,CacheMisses,0
3,l6-17,CacheHits,2
3,l6-17,CacheMisses,0
3,l6-18,CacheHits,2
3,l6-18,CacheMisses,0
3,l6-19,CacheHits,3
3,l6-19,CacheMisses,0
3,l6-20,CacheHits,4
3,l6-20,CacheMisses,0
3,l6-21,CacheHits,2
3,l6-21,CacheMisses,0
3,l6-22,CacheHits,0
3,l6-22,CacheMisses,0
3,l6-23,CacheHits,2
3,l6-23,CacheMisses,0
3,l6-24,CacheHits,7
3,l6-24,CacheMisses,0
3,l6-25,CacheHits,4
3,l6-25,CacheMisses,0
3,l6-26,CacheHits,5
3,l6-26,CacheMisses,1
3,l6-27,CacheHits,4
3,l6-27,CacheMisses,0
3,l6-28,CacheHits,7
3,l6-28,CacheMisses,0
3,l6-29,CacheHits,7
3,l6-29,CacheMisses,1
3,l6-30,CacheHits,13
3,l6-30,CacheMisses,1
3,l6-31,CacheHits,11
3,l6-31,CacheMisses,0
3,l6-32,CacheHits,7
3,l6-32,CacheMisses,2
3,l6-33,CacheHits,16
3,l6-33,CacheMisses,0
3,l6-34,CacheHits,12
3,l6-34,CacheMisses,1
3,l6-35,CacheHits,24
3,l6-35,CacheMisses,1
3,l6-36,CacheHits,15
3,l6-36,CacheMisses,0
3,l6-37,CacheHits,26
3,l6-37,CacheMisses,1
3,l6-38,CacheHits,24
3,l6-38,CacheMisses,3
3,l6-39,CacheHits,31
3,l6-39,CacheMisses,2
3,l6-40,CacheHits,31
3,l6-40,CacheMisses,8
3,l6-41,CacheHits,38
3,l6-41,CacheMisses,9
3,l6-42,CacheHits,31
3,l6-42,CacheMisses,9
3,l6-43,CacheHits,45
3,l6-43,CacheMisses,8
3,l6-44,CacheHits,54
3,l6-44,CacheMisses,13
3,l6-45,CacheHits,52
3,l6-45,CacheMisses,14
3,l6-46,CacheHits,59
3,l6-46,CacheMisses,7
3,l6-47,CacheHits,71
3,l6-47,CacheMisses,24
3,l6-48,CacheHits,69
3,l6-48,CacheMisses,39
3,l6-49,CacheHits,87
3,l6-49,CacheMisses,54
3,l6-50,CacheHits,90
3,l6-50,CacheMisses,67
3,l6-51,CacheHits,89
3,l6-51,CacheMisses,100
3,l6-52,CacheHits,95
3,l6-52,CacheMisses,100
3,l6-53,CacheHits,93
3,l6-53,CacheMisses,100
3,l6-54,CacheHits,88
3,l6-54,CacheMisses,100
3,l6-55,CacheHits,81
3,l6-55,CacheMisses,100
3,l6-56,CacheHits,86
3,l6-56,CacheMisses,100
3,l6-57,CacheHits,90
3,l6-57,CacheMisses,100
3,l6-58,CacheHits,79
3,l6-58,CacheMisses,98
3,l6-59,CacheHits,85
3,l6-59,CacheMisses,100
3,l6-60,CacheHits,79
3,l6-60,CacheMisses,99
3,l6-61,CacheHits,70
3,l6-61,CacheMisses,95
3,l6-62,CacheHits,80
3,l6-62,CacheMisses,98
3,l6-63,CacheHits,76
3,l6-63,CacheMisses,99
3,l6-64,CacheHits,72
3,l6-64,CacheMisses,99
3,l7-1,CacheHits,4
3,l7-1,CacheMisses,0
3,l7-2,CacheHits,6
3,l7-2,CacheMisses,0
3,l7-3,CacheHits,3
3,l7-3,CacheMisses,0
3,l7-4,CacheHits,6
3,l7-4,CacheMisses,1
3,l7-5,CacheHits,5
3,l7-5,CacheMisses,0
3,l7-6,CacheHits,4
3,l7-6,CacheMisses,0
3,l7-7,CacheHits,7
3,l7-7,CacheMisses,0
3,l7-8,CacheHits,8
3,l7-8,CacheMisses,0
3,l7-9,CacheHits,3
3,l7-9,CacheMisses,0
3,l7-10,CacheHits,7
3,l7-10,CacheMisses,0
3,l7-11,CacheHits,6
3,l7-11,CacheMisses,0
3,l7-12,CacheHits,6
3,l7-12,CacheMisses,1
3,l7-13,CacheHits,4
3,l7-13,CacheMisses,0
3,l7-14,CacheHits,6
3,l7-14,CacheMisses,1
3,l7-15,CacheHits,10
3,l7-15,CacheMisses,0
3,l7-16,CacheHits,4
3,l7-16,CacheMisses,0
3,l7-17,CacheHits,8
3,l7-17,CacheMisses,2
3,l7-18,CacheHits,6
3,l7-18,CacheMisses,1
3,l7-19,CacheHits,7
3,l7-19,CacheMisses,0
3,l7-20,CacheHits,5
3,l7-20,CacheMisses,0
3,l7-21,CacheHits,10
3,l7-21,CacheMisses,0
3,l7-22,CacheHits,11
3,l7-22,CacheMisses,1
3,l7-23,CacheHits,10
3,l7-23,CacheMisses,2
3,l7-24,CacheHits,6
3,l7-24,CacheMisses,1
3,l7-25,CacheHits,8
3,l7-25,CacheMisses,0
3,l7-26,CacheHits,11
3,l7-26,CacheMisses,1
3,l7-27,CacheHits,7
3,l7-27,CacheMisses,2
3,l7-28,CacheHits,5
3,l7-28,CacheMisses,0
3,l7-29,CacheHits,9
3,l7-29,CacheMisses,0
3,l7-30,CacheHits,10
3,l7-30,CacheMisses,0
3,l7-31,CacheHits,10
3,l7-31,CacheMisses,1
3,l7-32,CacheHits,14
3,l7-32,CacheMisses,2
3,l7-33,CacheHits,9
3,l7-33,CacheMisses,1
3,l7-34,CacheHits,10
3,l7-34,CacheMisses,1
3,l7-35,CacheHits,9
3,l7-35,CacheMisses,0
3,l7-36,CacheHits,13
3,l7-36,CacheMisses,2
3,l7-37,CacheHits,10
3,l7-37,CacheMisses,1
3,l7-38,CacheHits,15
3,l7-38,CacheMisses,2
3,l7-39,CacheHits,13
3,l7-39,CacheMisses,3
3,l7-40,CacheHits,9
3,l7-40,CacheMisses,1
3,l7-41,CacheHits,18
3,l7-41,CacheMisses,0
3,l7-42,CacheHits,17
3,l7-42,CacheMisses,2
3,l7-43,CacheHits,17
3,l7-43,CacheMisses,0
3,l7-44,CacheHits,12
3,l7-44,CacheMisses,0
3,l7-45,CacheHits,11
3,l7-45,CacheMisses,1
3,l7-46,CacheHits,17
3,l7-46,CacheMisses,1
3,l7-47,CacheHits,16
3,l7-47,CacheMisses,1
3,l7-48,CacheHits,22
3,l7-48,CacheMisses,6
3,l7-49,CacheHits,20
3,l7-49,CacheMisses,1
3,l7-50,CacheHits,15
3,l7-50,CacheMisses,3
3,l7-51,CacheHits,18
3,l7-51,CacheMisses,1
3,l7-52,CacheHits,17
3,l7-52,CacheMisses,5
3,l7-53,CacheHits,15
3,l7-53,CacheMisses,2
3,l7-54,CacheHits,20
3,l7-54,CacheMisses,2
3,l7-55,CacheHits,23
3,l7-55,CacheMisses,3
3,l7-56,CacheHits,20
3,l7-56,CacheMisses,4
3,l7-57,CacheHits,24
3,l7-57,CacheMisses,6
3,l7-58,CacheHits,25
3,l7-58,CacheMisses,2
3,l7-59,CacheHits,23
3,l7-59,CacheMisses,8
3,l7-60,CacheHits,26
3,l7-60,CacheMisses,6
3,l7-61,CacheHits,25
3,l7-61,CacheMisses,5
3,l7-62,CacheHits,23
3,l7-62,CacheMisses,6
3,l7-63,CacheHits,25
3,l7-63,CacheMisses,5
3,l7-64,CacheHits,22
3,l7-64,CacheMisses,3
3,l7-65,CacheHits,23
3,l7-65,CacheMisses,7
3,l7-66,CacheHits,32
3,l7-66,CacheMisses,9
3,l7-67,CacheHits,35
3,l7-67,CacheMisses,7
3,l7-68,CacheHits,31
3,l7-68,CacheMisses,6
3,l7-69,CacheHits,45
3,l7-69,CacheMisses,6
3,l7-70,CacheHits,37
3,l7-70,CacheMisses,19
3,l7-71,CacheHits,39
3,l7-71,CacheMisses,9
3,l7-72,CacheHits,38
3,l7-72,CacheMisses,6
3,l7-73,CacheHits,38
3,l7-73,CacheMisses,17
3,l7-74,CacheHits,38
3,l7-74,CacheMisses,10
3,l7-75,CacheHits,38
3,l7-75,CacheMisses,13
3,l7-76,CacheHits,41
3,l7-76,CacheMisses,14
3,l7-77,CacheHits,34
3,l7-77,CacheMisses,17
3,l7-78,CacheHits,44
3,l7-78,CacheMisses,16
3,l7-79,CacheHits,43
3,l7-79,CacheMisses,18
3,l7-80,CacheHits,51
3,l7-80,CacheMisses,21
3,l7-81,CacheHits,44
3,l7-81,CacheMisses,20
3,l7-82,CacheHits,58
3,l7-82,CacheMisses,26
3,l7-83,CacheHits,51
3,l7-83,CacheMisses,24
3,l7-84,CacheHits,58
3,l7-84,CacheMisses,16
3,l7-85,CacheHits,51
3,l7-85,CacheMisses,26
3,l7-86,CacheHits,61
3,l7-86,CacheMisses,27
3,l7-87,CacheHits,58
3,l7-87,CacheMisses,28
3,l7-88,CacheHits,57
3,l7-88,CacheMisses,39
3,l7-89,CacheHits,54
3,l7-89,CacheMisses,34
3,l7-90,CacheHits,65
3,l7-90,CacheMisses,32
3,l7-91,CacheHits,63
3,l7-91,CacheMisses,28
3,l7-92,CacheHits,60
3,l7-92,CacheMisses,38
3,l7-93,CacheHits,69
3,l7-93,CacheMisses,45
3,l7-94,CacheHits,74
3,l7-94,CacheMisses,51
3,l7-95,CacheHits,61
3,l7-95,CacheMisses,55
3,l7-96,CacheHits,72
3,l7-96,CacheMisses,53
3,l7-97,CacheHits,69
3,l7-97,CacheMisses,69
3,l7-98,CacheHits,65
3,l7-98,CacheMisses,73
3,l7-99,CacheHits,74
3,l7-99,CacheMisses,76
3,l7-100,CacheHits,76
3,l7-100,CacheMisses,80
3,l7-101,CacheHits,77
3,l7-101,CacheMisses,98
3,l7-102,CacheHits,79
3,l7-102,CacheMisses,99
3,l7-103,CacheHits,71
3,l7-103,CacheMisses,99
3,l7-104,CacheHits,71
3,l7-104,CacheMisses,98
3,l7-105,CacheHits,77
3,l7-105,CacheMisses,99
3,l7-106,CacheHits,65
3,l7-106,CacheMisses,91
3,l7-107,CacheHits,70
3,l7-107,CacheMisses,98
3,l7-108,CacheHits,63
3,l7-108,CacheMisses,93
3,l7-109,CacheHits,55
3,l7-109,CacheMisses,89
3,l7-110,CacheHits,66
3,l7-110,CacheMisses,92
3,l7-111,CacheHits,57
3,l7-111,CacheMisses,95
3,l7-112,CacheHits,66
3,l7-112,CacheMisses,94
3,l7-113,CacheHits,74
3,l7-113,CacheMisses,99
3,l7-114,CacheHits,66
3,l7-114,CacheMisses,95
3,l7-115,CacheHits,59
3,l7-115,CacheMisses,90
3,l7-116,CacheHits,60
3,l7-116,CacheMisses,92
3,l7-117,CacheHits,60
3,l7-117,CacheMisses,94
3,l7-118,CacheHits,63
3,l7-118,CacheMisses,95
3,l7-119,CacheHits,60
3,l7-119,CacheMisses,91
3,l7-120,CacheHits,59
3,l7-120,CacheMisses,89
3,l7-121,CacheHits,49
3,l7-121,CacheMisses,90
3,l7-122,CacheHits,51
3,l7-122,CacheMisses,82
3,l7-123,CacheHits,61
3,l7-123,CacheMisses,91
3,l7-124,CacheHits,44
3,l7-124,CacheMisses,90
3,l7-125,CacheHits,48
3,l7-125,CacheMisses,90
3,l7-126,CacheHits,49
3,l7-126,CacheMisses,87
3,l7-127,CacheHits,48
3,l7-127,CacheMisses,90
3,l7-128,CacheHits,46
3,l7-128,CacheMisses,82
3,l8-1,CacheHits,323
3,l8-1,CacheMisses,3
3,l8-2,CacheHits,305
3,l8-2,CacheMisses,1
3,l8-3,CacheHits,274
3,l8-3,CacheMisses,1
3,l8-4,CacheHits,285
3,l8-4,CacheMisses,5
3,l8-5,CacheHits,302
3,l8-5,CacheMisses,2
3,l8-6,CacheHits,283
3,l8-6,CacheMisses,1
3,l8-7,CacheHits,303
3,l8-7,CacheMisses,5
3,l8-8,CacheHits,308
3,l8-8,CacheMisses,2
3,l8-9,CacheHits,303
3,l8-9,CacheMisses,3
3,l8-10,CacheHits,319
3,l8-10,CacheMisses,2
3,l8-11,CacheHits,314
3,l8-11,CacheMisses,1
3,l8-12,CacheHits,323
3,l8-12,CacheMisses,3
3,l8-13,CacheHits,279
3,l8-13,CacheMisses,3
3,l8-14,CacheHits,301
3,l8-14,CacheMisses,4
3,l8-15,CacheHits,302
3,l8-15,CacheMisses,3
3,l8-16,CacheHits,258
3,l8-16,CacheMisses,5
3,l8-17,CacheHits,301
3,l8-17,CacheMisses,2
3,l8-18,CacheHits,305
3,l8-18,CacheMisses,1
3,l8-19,CacheHits,329
3,l8-19,CacheMisses,2
3,l8-20,CacheHits,287
3,l8-20,CacheMisses,5
3,l8-21,CacheHits,303
3,l8-21,CacheMisses,5
3,l8-22,CacheHits,323
3,l8-22,CacheMisses,1
3,l8-23,CacheHits,321
3,l8-23,CacheMisses,1
3,l8-24,CacheHits,277
3,l8-24,CacheMisses,6
3,l8-25,CacheHits,340
3,l8-25,CacheMisses,1
3,l8-26,CacheHits,283
3,l8-26,CacheMisses,3
3,l8-27,CacheHits,311
3,l8-27,CacheMisses,3
3,l8-28,CacheHits,318
3,l8-28,CacheMisses,4
3,l8-29,CacheHits,296
3,l8-29,CacheMisses,4
3,l8-30,CacheHits,306
3,l8-30,CacheMisses,6
3,l8-31,CacheHits,274
3,l8-31,CacheMisses,0
3,l8-32,CacheHits,302
3,l8-32,CacheMisses,4
3,l8-33,CacheHits,305
3,l8-33,CacheMisses,7
3,l8-34,CacheHits,292
3,l8-34,CacheMisses,3
3,l8-35,CacheHits,290
3,l8-35,CacheMisses,2
3,l8-36,CacheHits,305
3,l8-36,CacheMisses,5
3,l8-37,CacheHits,245
3,l8-37,CacheMisses,4
3,l8-38,CacheHits,304
3,l8-38,CacheMisses,3
3,l8-39,CacheHits,296
3,l8-39,CacheMisses,1
3,l8-40,CacheHits,295
3,l8-40,CacheMisses,4
3,l8-41,CacheHits,287
3,l8-41,CacheMisses,3
3,l8-42,CacheHits,258
3,l8-42,CacheMisses,7
3,l8-43,CacheHits,296
3,l8-43,CacheMisses,6
3,l8-44,CacheHits,305
3,l8-44,CacheMisses,6
3,l8-45,CacheHits,307
3,l8-45,CacheMisses,4
3,l8-46,CacheHits,284
3,l8-46,CacheMisses,8
3,l8-47,CacheHits,313
3,l8-47,CacheMisses,4
3,l8-48,CacheHits,296
3,l8-48,CacheMisses,3
3,l8-49,CacheHits,292
3,l8-49,CacheMisses,7
3,l8-50,CacheHits,307
3,l8-50,CacheMisses,1
3,l8-51,CacheHits,307
3,l8-51,CacheMisses,7
3,l8-52,CacheHits,335
3,l8-52,CacheMisses,5
3,l8-53,CacheHits,293
3,l8-53,CacheMisses,5
3,l8-54,CacheHits,309
3,l8-54,CacheMisses,4
3,l8-55,CacheHits,284
3,l8-55,CacheMisses,3
3,l8-56,CacheHits,308
3,l8-56,CacheMisses,2
3,l8-57,CacheHits,310
3,l8-57,CacheMisses,3
3,l8-58,CacheHits,326
3,l8-58,CacheMisses,6
3,l8-59,CacheHits,300
3,l8-59,CacheMisses,9
3,l8-60,CacheHits,299
3,l8-60,CacheMisses,1
3,l8-61,CacheHits,283
3,l8-61,CacheMisses,7
3,l8-62,CacheHits,308
3,l8-62,CacheMisses,4
3,l8-63,CacheHits,279
3,l8-63,CacheMisses,10
3,l8-64,CacheHits,298
3,l8-64,CacheMisses,6
3,l8-65,CacheHits,328
3,l8-65,CacheMisses,7
3,l8-66,CacheHits,289
3,l8-66,CacheMisses,3
3,l8-67,CacheHits,289
3,l8-67,CacheMisses,3
3,l8-68,CacheHits,291
3,l8-68,CacheMisses,8
3,l8-69,CacheHits,296
3,l8-69,CacheMisses,3
3,l8-70,CacheHits,310
3,l8-70,CacheMisses,6
3,l8-71,CacheHits,332
3,l8-71,CacheMisses,9
3,l8-72,CacheHits,289
3,l8-72,CacheMisses,6
3,l8-73,CacheHits,299
3,l8-73,CacheMisses,7
3,l8-74,CacheHits,305
3,l8-74,CacheMisses,4
3,l8-75,CacheHits,277
3,l8-75,CacheMisses,8
3,l8-76,CacheHits,311
3,l8-76,CacheMisses,9
3,l8-77,CacheHits,297
3,l8-77,CacheMisses,9
3,l8-78,CacheHits,297
3,l8-78,CacheMisses,7
3,l8-79,CacheHits,290
3,l8-79,CacheMisses,6
3,l8-80,CacheHits,287
3,l8-80,CacheMisses,4
3,l8-81,CacheHits,288
3,l8-81,CacheMisses,8
3,l8-82,CacheHits,287
3,l8-82,CacheMisses,10
3,l8-83,CacheHits,269
3,l8-83,CacheMisses,12
3,l8-84,CacheHits,275
3,l8-84,CacheMisses,7
3,l8-85,CacheHits,294
3,l8-85,CacheMisses,8
3,l8-86,CacheHits,299
3,l8-86,CacheMisses,9
3,l8-87,CacheHits,325
3,l8-87,CacheMisses,4
3,l8-88,CacheHits,295
3,l8-88,CacheMisses,8
3,l8-89,CacheHits,296
3,l8-89,CacheMisses,7
3,l8-90,CacheHits,276
3,l8-90,CacheMisses,5
3,l8-91,CacheHits,278
3,l8-91,CacheMisses,9
3,l8-92,CacheHits,276
3,l8-92,CacheMisses,9
3,l8-93,CacheHits,281
3,l8-93,CacheMisses,7
3,l8-94,CacheHits,293
3,l8-94,CacheMisses,10
3,l8-95,CacheHits,283
3,l8-95,CacheMisses,13
3,l8-96,CacheHits,308
3,l8-96,CacheMisses,15
3,l8-97,CacheHits,254
3,l8-97,CacheMisses,9
3,l8-98,CacheHits,267
3,l8-98,CacheMisses,12
3,l8-99,CacheHits,277
3,l8-99,CacheMisses,9
3,l8-100,CacheHits,308
3,l8-100,CacheMisses,9
3,l8-101,CacheHits,290
3,l8-101,CacheMisses,10
3,l8-102,CacheHits,275
3,l8-102,CacheMisses,9
3,l8-103,CacheHits,312
3,l8-103,CacheMisses,11
3,l8-104,CacheHits,278
3,l8-104,CacheMisses,11
3,l8-105,CacheHits,307
3,l8-105,CacheMisses,9
3,l8-106,CacheHits,263
3,l8-106,CacheMisses,8
3,l8-107,CacheHits,281
3,l8-107,CacheMisses,9
3,l8-108,CacheHits,297
3,l8-108,CacheMisses,13
3,l8-109,CacheHits,269
3,l8-109,CacheMisses,16
3,l8-110,CacheHits,277
3,l8-110,CacheMisses,10
3,l8-111,CacheHits,321
3,l8-111,CacheMisses,9
3,l8-112,CacheHits,298
3,l8-112,CacheMisses,14
3,l8-113,CacheHits,292
3,l8-113,CacheMisses,17
3,l8-114,CacheHits,298
3,l8-114,CacheMisses,13
3,l8-115,CacheHits,280
3,l8-115,CacheMisses,14
3,l8-116,CacheHits,289
3,l8-116,CacheMisses,13
3,l8-117,CacheHits,277
3,l8-117,CacheMisses,15
3,l8-118,CacheHits,287
3,l8-118,CacheMisses,16
3,l8-119,CacheHits,287
3,l8-119,CacheMisses,18
3,l8-120,CacheHits,293
3,l8-120,CacheMisses,14
3,l8-121,CacheHits,260
3,l8-121,CacheMisses,16
3,l8-122,CacheHits,280
3,l8-122,CacheMisses,14
3,l8-123,CacheHits,284
3,l8-123,CacheMisses,14
3,l8-124,CacheHits,275
3,l8-124,CacheMisses,15
3,l8-125,CacheHits,293
3,l8-125,CacheMisses,19
3,l8-126,CacheHits,298
3,l8-126,CacheMisses,10
3,l8-127,CacheHits,277
3,l8-127,CacheMisses,14
3,l8-128,CacheHits,286
3,l8-128,CacheMisses,11
3,l8-129,CacheHits,319
3,l8-129,CacheMisses,15
3,l8-130,CacheHits,273
3,l8-130,CacheMisses,15
3,l8-131,CacheHits,250
3,l8-131,CacheMisses,22
3,l8-132,CacheHits,299
3,l8-132,CacheMisses,19
3,l8-133,CacheHits,271
3,l8-133,CacheMisses,24
3,l8-134,CacheHits,249
3,l8-134,CacheMisses,16
3,l8-135,CacheHits,287
3,l8-135,CacheMisses,22
3,l8-136,CacheHits,284
3,l8-136,CacheMisses,15
3,l8-137,CacheHits,246
3,l8-137,CacheMisses,29
3,l8-138,CacheHits,288
3,l8-138,CacheMisses,22
3,l8-139,CacheHits,270
3,l8-139,CacheMisses,32
3,l8-140,CacheHits,276
3,l8-140,CacheMisses,24
3,l8-141,CacheHits,259
3,l8-141,CacheMisses,26
3,l8-142,CacheHits,277
3,l8-142,CacheMisses,22
3,l8-143,CacheHits,277
3,l8-143,CacheMisses,17
3,l8-144,CacheHits,271
3,l8-144,CacheMisses,27
3,l8-145,CacheHits,290
3,l8-145,CacheMisses,26
3,l8-146,CacheHits,257
3,l8-146,CacheMisses,29
3,l8-147,CacheHits,274
3,l8-147,CacheMisses,20
3,l8-148,CacheHits,314
3,l8-148,CacheMisses,28
3,l8-149,CacheHits,276
3,l8-149,CacheMisses,25
3,l8-150,CacheHits,230
3,l8-150,CacheMisses,27
3,l8-151,CacheHits,288
3,l8-151,CacheMisses,23
3,l8-152,CacheHits,235
3,l8-152,CacheMisses,32
3,l8-153,CacheHits,265
3,l8-153,CacheMisses,25
3,l8-154,CacheHits,284
3,l8-154,CacheMisses,26
3,l8-155,CacheHits,264
3,l8-155,CacheMisses,30
3,l8-156,CacheHits,266
3,l8-156,CacheMisses,30
3,l8-157,CacheHits,251
3,l8-157,CacheMisses,27
3,l8-158,CacheHits,277
3,l8-158,CacheMisses,35
3,l8-159,CacheHits,287
3,l8-159,CacheMisses,34
3,l8-160,CacheHits,275
3,l8-160,CacheMisses,37
3,l8-161,CacheHits,262
3,l8-161,CacheMisses,33
3,l8-162,CacheHits,225
3,l8-162,CacheMisses,32
3,l8-163,CacheHits,258
3,l8-163,CacheMisses,47
3,l8-164,CacheHits,271
3,l8-164,CacheMisses,37
3,l8-165,CacheHits,281
3,l8-165,CacheMisses,32
3,l8-166,CacheHits,236
3,l8-166,CacheMisses,43
3,l8-167,CacheHits,240
3,l8-167,CacheMisses,43
3,l8-168,CacheHits,293
3,l8-168,CacheMisses,32
3,l8-169,CacheHits,246
3,l8-169,CacheMisses,42
3,l8-170,CacheHits,265
3,l8-170,CacheMisses,35
3,l8-171,CacheHits,240
3,l8-171,CacheMisses,44
3,l8-172,CacheHits,274
3,l8-172,CacheMisses,44
3,l8-173,CacheHits,268
3,l8-173,CacheMisses,48
3,l8-174,CacheHits,254
3,l8-174,CacheMisses,39
3,l8-175,CacheHits,220
3,l8-175,CacheMisses,54
3,l8-176,CacheHits,227
3,l8-176,CacheMisses,42
3,l8-177,CacheHits,265
3,l8-177,CacheMisses,50
3,l8-178,CacheHits,261
3,l8-178,CacheMisses,39
3,l8-179,CacheHits,243
3,l8-179,CacheMisses,56
3,l8-180,CacheHits,260
3,l8-180,CacheMisses,42
3,l8-181,CacheHits,273
3,l8-181,CacheMisses,39
3,l8-182,CacheHits,251
3,l8-182,CacheMisses,52
3,l8-183,CacheHits,254
3,l8-183,CacheMisses,45
3,l8-184,CacheHits,263
3,l8-184,CacheMisses,53
3,l8-185,CacheHits,259
3,l8-185,CacheMisses,61
3,l8-186,CacheHits,247
3,l8-186,CacheMisses,54
3,l8-187,CacheHits,227
3,l8-187,CacheMisses,65
3,l8-188,CacheHits,249
3,l8-188,CacheMisses,59
3,l8-189,CacheHits,207
3,l8-189,CacheMisses,53
3,l8-190,CacheHits,258
3,l8-190,CacheMisses,62
3,l8-191,CacheHits,233
3,l8-191,CacheMisses,69
3,l8-192,CacheHits,257
3,l8-192,CacheMisses,56
3,l8-193,CacheHits,214
3,l8-193,CacheMisses,71
3,l8-194,CacheHits,238
3,l8-194,CacheMisses,69
3,l8-195,CacheHits,254
3,l8-195,CacheMisses,72
3,l8-196,CacheHits,203
3,l8-196,CacheMisses,68
3,l8-197,CacheHits,198
3,l8-197,CacheMisses,75
3,l8-198,CacheHits,245
3,l8-198,CacheMisses,76
3,l8-199,CacheHits,190
3,l8-199,CacheMisses,75
3,l8-200,CacheHits,229
3,l8-200,CacheMisses,81
3,l8-201,CacheHits,204
3,l8-201,CacheMisses,91
3,l8-202,CacheHits,229
3,l8-202,CacheMisses,88
3,l8-203,CacheHits,201
3,l8-203,CacheMisses,91
3,l8-204,CacheHits,237
3,l8-204,CacheMisses,90
3,l8-205,CacheHits,195
3,l8-205,CacheMisses,82
3,l8-206,CacheHits,214
3,l8-206,CacheMisses,90
3,l8-207,CacheHits,200
3,l8-207,CacheMisses,83
3,l8-208,CacheHits,199
3,l8-208,CacheMisses,88
3,l8-209,CacheHits,201
3,l8-209,CacheMisses,89
3,l8-210,CacheHits,186
3,l8-210,CacheMisses,91
3,l8-211,CacheHits,167
3,l8-211,CacheMisses,76
3,l8-212,CacheHits,202
3,l8-212,CacheMisses,84
3,l8-213,CacheHits,183
3,l8-213,CacheMisses,88
3,l8-214,CacheHits,168
3,l8-214,CacheMisses,83
3,l8-215,CacheHits,165
3,l8-215,CacheMisses,79
3,l8-216,CacheHits,157
3,l8-216,CacheMisses,79
3,l8-217,CacheHits,138
3,l8-217,CacheMisses,72
3,l8-218,CacheHits,138
3,l8-218,CacheMisses,75
3,l8-219,CacheHits,145
3,l8-219,CacheMisses,83
3,l8-220,CacheHits,156
3,l8-220,CacheMisses,78
3,l8-221,CacheHits,141
3,l8-221,CacheMisses,72
3,l8-222,CacheHits,184
3,l8-222,CacheMisses,84
3,l8-223,CacheHits,158
3,l8-223,CacheMisses,81
3,l8-224,CacheHits,154
3,l8-224,CacheMisses,81
3,l8-225,CacheHits,164
3,l8-225,CacheMisses,91
3,l8-226,CacheHits,171
3,l8-226,CacheMisses,87
3,l8-227,CacheHits,153
3,l8-227,CacheMisses,81
3,l8-228,CacheHits,151
3,l8-228,CacheMisses,83
3,l8-229,CacheHits,130
3,l8-229,CacheMisses,73
3,l8-230,CacheHits,112
3,l8-230,CacheMisses,77
3,l8-231,CacheHits,157
3,l8-231,CacheMisses,82
3,l8-232,CacheHits,156
3,l8-232,CacheMisses,73
3,l8-233,CacheHits,135
3,l8-233,CacheMisses,76
3,l8-234,CacheHits,133
3,l8-234,CacheMisses,80
3,l8-235,CacheHits,137
3,l8-235,CacheMisses,78
3,l8-236,CacheHits,120
3,l8-236,CacheMisses,84
3,l8-237,CacheHits,95
3,l8-237,CacheMisses,76
3,l8-238,CacheHits,133
3,l8-238,CacheMisses,79
3,l8-239,CacheHits,122
3,l8-239,CacheMisses,77
3,l8-240,CacheHits,101
3,l8-240,CacheMisses,76
3,l8-241,CacheHits,117
3,l8-241,CacheMisses,73
3,l8-242,CacheHits,110
3,l8-242,CacheMisses,71
3,l8-243,CacheHits,106
3,l8-243,CacheMisses,67
3,l8-244,CacheHits,119
3,l8-244,CacheMisses,70
3,l8-245,CacheHits,88
3,l8-245,CacheMisses,77
3,l8-246,CacheHits,106
3,l8-246,CacheMisses,77
3,l8-247,CacheHits,101
3,l8-247,CacheMisses,72
3,l8-248,CacheHits,95
3,l8-248,CacheMisses,65
3,l8-249,CacheHits,74
3,l8-249,CacheMisses,68
3,l8-250,CacheHits,88
3,l8-250,CacheMisses,73
3,l8-251,CacheHits,70
3,l8-251,CacheMisses,66
3,l8-252,CacheHits,85
3,l8-252,CacheMisses,72
3,l8-253,CacheHits,75
3,l8-253,CacheMisses,64
3,l8-254,CacheHits,78
3,l8-254,CacheMisses,78
3,l8-255,CacheHits,75
3,l8-255,CacheMisses,65
3,l8-256,CacheHits,75
3,l8-256,CacheMisses,65
4,root,CacheHits,0
4,root,CacheMisses,0
4,l1-1,CacheHits,0
4,l1-1,CacheMisses,0
4,l1-2,CacheHits,0
4,l1-2,CacheMisses,0
4,l2-1,CacheHits,0
4,l2-1,CacheMisses,0
4,l2-2,CacheHits,0
4,l2-2,CacheMisses,0
4,l2-3,CacheHits,0
4,l2-3,CacheMisses,0
4,l2-4,CacheHits,0
4,l2-4,CacheMisses,0
